Respondent_Serial,comp,treatment,treatment_kantar,treatmentgroup,y,workp,org_strictp,org_weakp,cr1,cr2,cr3,crt,understanding1,understanding2,age,gender,education,indincome,occupation,stortingsvalg,leftp
6750,2,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,39,Kvinne,Universitet/hoyskole I,400.000 - 499.000 kr,student,Vil ikke oppgi parti,TRUE
1279,2,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,NA,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,NA,58,Kvinne,Universitet/hoyskole II,500.000 - 599.999 kroner,working fulltime,H,FALSE
3220,2,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,NA,TRUE,FALSE,FALSE,NA,NA,NA,0,NA,NA,73,Kvinne,Fagutdanning,200.000 - 299.999 kroner,retired,KrF,TRUE
4098,1,Base (w),T1 NO CHOICE,Base,3,TRUE,TRUE,TRUE,10,100,47,1,NA,1 Ingen kontroll,62,Kvinne,Universitet/hoyskole II,Onsker ikke aa svare,working fulltime,Sp,TRUE
1702,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,0,FALSE,FALSE,TRUE,5,100,24,1,NA,3,51,Mann,Universitet/hoyskole I,600.000 - 699.999 kroner,working fulltime,SV,TRUE
5807,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,10,5,47,2,NA,7 Full kontroll,25,Mann,Universitet/hoyskole II,Under 200.000 kroner,working fulltime,NA,TRUE
1094,2,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,NA,TRUE,FALSE,FALSE,NA,NA,NA,0,NA,NA,21,Mann,Fagutdanning,200.000 - 299.999 kroner,student,NA,TRUE
3444,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,10,5,24,1,NA,1 Ingen kontroll,52,Kvinne,Universitet/hoyskole I,500.000 - 599.999 kroner,working fulltime,SV,TRUE
4966,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,10,20,24,0,NA,1 Ingen kontroll,63,Mann,Videregaaende,200.000 - 299.999 kroner,retired,Frp,FALSE
4838,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,10,100,24,0,NA,1 Ingen kontroll,41,Mann,Videregaaende,200.000 - 299.999 kroner,unemployed,Frp,FALSE
1377,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,5,5,47,3,NA,1 Ingen kontroll,46,Kvinne,Universitet/hoyskole II,600.000 - 699.999 kroner,working fulltime,Ap,TRUE
2125,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,5,5,47,3,NA,1 Ingen kontroll,31,Mann,Universitet/hoyskole I,500.000 - 599.999 kroner,working fulltime,NA,TRUE
1289,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,0,FALSE,FALSE,TRUE,10,5,47,2,Ja,1 Ingen kontroll,30,Mann,Fagutdanning,700-000 - 799.999 kroner,working fulltime,NA,TRUE
1258,2,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,0,NA,NA,22,Mann,Fagutdanning,NA,NA,NA,TRUE
2858,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,4,TRUE,TRUE,TRUE,10,NA,NA,0,NA,1 Ingen kontroll,35,Mann,Fagutdanning,700-000 - 799.999 kroner,working fulltime,NA,TRUE
2314,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,5,5,47,3,NA,1 Ingen kontroll,59,Mann,Fagutdanning,800.000 - 999.999 kroner,working fulltime,H,FALSE
3119,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,2,FALSE,FALSE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,61,Mann,Universitet/hoyskole II,700-000 - 799.999 kroner,working fulltime,H,FALSE
4466,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,2,TRUE,TRUE,TRUE,5,5,47,3,NA,4,32,Mann,Universitet/hoyskole II,400.000 - 499.000 kr,working fulltime,NA,TRUE
5354,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,5,5,47,3,Ja,2,34,Mann,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,NA,TRUE
1916,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,10,5,47,2,NA,1 Ingen kontroll,66,Mann,Universitet/hoyskole II,800.000 - 999.999 kroner,working fulltime,Stemte ikke,TRUE
1177,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,22,Mann,Videregaaende,Under 200.000 kroner,student,NA,TRUE
909,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,5,5,47,3,NA,1 Ingen kontroll,57,Mann,Universitet/hoyskole I,300.000-399.000 kroner,unemployed,R,TRUE
6760,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,5,FALSE,FALSE,TRUE,10,5,24,1,Nei,Vet ikke,26,Mann,Grunnskole,200.000 - 299.999 kroner,working parttime,NA,TRUE
2214,2,Base (w),T1 NO CHOICE,Base,NA,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,NA,68,Mann,Universitet/hoyskole I,600.000 - 699.999 kroner,retired,Ap,TRUE
5454,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,5,100,36,1,NA,1 Ingen kontroll,23,Mann,Fagutdanning,Onsker ikke aa svare,working fulltime,NA,TRUE
4487,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,43,Kvinne,Universitet/hoyskole I,300.000-399.000 kroner,national insurance,Frp,FALSE
3848,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,0,FALSE,FALSE,TRUE,10,5,47,2,NA,3,26,Kvinne,Universitet/hoyskole I,300.000-399.000 kroner,working fulltime,V,TRUE
3666,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,2,FALSE,FALSE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,68,Mann,Universitet/hoyskole I,500.000 - 599.999 kroner,retired,H,FALSE
6267,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,10,100,24,0,NA,1 Ingen kontroll,53,Kvinne,Fagutdanning,200.000 - 299.999 kroner,working parttime,H,FALSE
572,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,0,TRUE,FALSE,FALSE,5,100,47,2,NA,7 Full kontroll,71,Mann,Universitet/hoyskole I,400.000 - 499.000 kr,retired,Frp,FALSE
299,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,10,NA,NA,0,NA,2,53,Kvinne,Universitet/hoyskole II,500.000 - 599.999 kroner,working fulltime,V,TRUE
4908,2,Base (nw),T2 NO CHOICE – NO WORK,Base,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,60,Mann,Fagutdanning,500.000 - 599.999 kroner,national insurance,H,FALSE
4800,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,6,TRUE,FALSE,FALSE,10,5,2,1,NA,4,24,Mann,Fagutdanning,600.000 - 699.999 kroner,working fulltime,NA,TRUE
257,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,10,500,47,1,NA,1 Ingen kontroll,26,Mann,Universitet/hoyskole I,Under 200.000 kroner,student,NA,TRUE
2746,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,5,100,24,1,NA,2,67,Mann,Universitet/hoyskole I,500.000 - 599.999 kroner,retired,Ap,TRUE
1365,2,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,NA,TRUE,FALSE,FALSE,NA,NA,NA,0,NA,NA,26,Mann,Universitet/hoyskole I,400.000 - 499.000 kr,student,NA,TRUE
4405,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,90,5,47,2,NA,1 Ingen kontroll,29,Mann,Fagutdanning,500.000 - 599.999 kroner,working fulltime,NA,TRUE
5255,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,0,FALSE,FALSE,TRUE,5,5,47,3,NA,7 Full kontroll,50,Kvinne,Universitet/hoyskole II,200.000 - 299.999 kroner,self-employed,Ap,TRUE
2940,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,10,20,47,1,NA,2,74,Mann,Universitet/hoyskole I,Onsker ikke aa svare,retired,V,TRUE
837,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,10,5,24,1,Vet ikke,1 Ingen kontroll,64,Kvinne,Universitet/hoyskole II,400.000 - 499.000 kr,working parttime,SV,TRUE
6377,2,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,0,NA,NA,21,Mann,Fagutdanning,NA,student,NA,TRUE
3603,2,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,73,Mann,Universitet/hoyskole I,400.000 - 499.000 kr,retired,Frp,FALSE
3262,1,Base (nw),T2 NO CHOICE – NO WORK,Base,3,FALSE,FALSE,TRUE,5,1,47,2,NA,1 Ingen kontroll,65,Kvinne,Videregaaende,500.000 - 599.999 kroner,working fulltime,Vil ikke oppgi parti,TRUE
3941,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,3,FALSE,FALSE,TRUE,10,100,47,1,Ja,1 Ingen kontroll,56,Mann,Universitet/hoyskole II,700-000 - 799.999 kroner,working fulltime,SV,TRUE
4789,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,3,TRUE,TRUE,TRUE,NA,5,47,2,NA,4,41,Mann,Grunnskole,500.000 - 599.999 kroner,working fulltime,Ap,TRUE
2908,1,Base (nw),T2 NO CHOICE – NO WORK,Base,0,FALSE,FALSE,TRUE,10,5,47,2,NA,1 Ingen kontroll,33,Mann,Grunnskole,500.000 - 599.999 kroner,working fulltime,NA,TRUE
3062,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,5,5,7,2,NA,1 Ingen kontroll,56,Kvinne,Universitet/hoyskole I,Onsker ikke aa svare,national insurance,MDG,TRUE
4113,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,0,TRUE,TRUE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,35,Mann,Universitet/hoyskole I,500.000 - 599.999 kroner,working fulltime,SV,TRUE
5670,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,1,24,0,NA,1 Ingen kontroll,71,Mann,Universitet/hoyskole II,500.000 - 599.999 kroner,retired,Ap,TRUE
2479,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,8,TRUE,FALSE,FALSE,10,100,47,1,NA,1 Ingen kontroll,57,Mann,Universitet/hoyskole II,500.000 - 599.999 kroner,working fulltime,Frp,FALSE
1331,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,5,5,47,3,NA,1 Ingen kontroll,54,Mann,Videregaaende,1.000.000 kroner eller mer,working fulltime,Frp,FALSE
5277,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,10,20,24,0,NA,1 Ingen kontroll,66,Kvinne,Fagutdanning,500.000 - 599.999 kroner,working fulltime,MDG,TRUE
2002,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,5,5,23,2,NA,7 Full kontroll,69,Mann,Videregaaende,300.000-399.000 kroner,retired,Frp,FALSE
2373,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,NA,500,24,0,NA,1 Ingen kontroll,55,Kvinne,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,KrF,TRUE
4478,2,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,NA,TRUE,FALSE,FALSE,NA,NA,NA,0,NA,NA,30,Mann,Videregaaende,500.000 - 599.999 kroner,working fulltime,NA,TRUE
5417,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,0,FALSE,FALSE,TRUE,5,5,47,3,NA,1 Ingen kontroll,47,Mann,Universitet/hoyskole II,1.000.000 kroner eller mer,self-employed,H,FALSE
4693,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,19,Mann,Videregaaende,Under 200.000 kroner,student,NA,TRUE
5324,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,2,FALSE,FALSE,TRUE,10,5,47,2,NA,3,40,Mann,Universitet/hoyskole I,300.000-399.000 kroner,working parttime,Vil ikke oppgi parti,TRUE
44,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,3,TRUE,FALSE,FALSE,5,100,12,1,NA,3,32,Mann,Fagutdanning,700-000 - 799.999 kroner,working fulltime,NA,TRUE
1069,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,4,TRUE,TRUE,TRUE,10,5,NA,1,NA,1 Ingen kontroll,33,Kvinne,Fagutdanning,300.000-399.000 kroner,working fulltime,Frp,FALSE
330,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,1,TRUE,FALSE,FALSE,10,1,47,1,NA,3,37,Mann,Fagutdanning,700-000 - 799.999 kroner,working fulltime,Frp,FALSE
50,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,10,NA,24,0,NA,1 Ingen kontroll,63,Kvinne,Universitet/hoyskole II,800.000 - 999.999 kroner,retired,MDG,TRUE
36,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,10,5,24,1,Ja,1 Ingen kontroll,46,Kvinne,Universitet/hoyskole I,400.000 - 499.000 kr,self-employed,Ap,TRUE
784,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,0,TRUE,TRUE,TRUE,5,100,47,2,NA,4,34,Mann,Fagutdanning,300.000-399.000 kroner,national insurance,NA,TRUE
26,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,10,1,24,0,NA,1 Ingen kontroll,71,Kvinne,Universitet/hoyskole II,300.000-399.000 kroner,retired,Ap,TRUE
4742,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,4,TRUE,TRUE,TRUE,10,100,24,0,NA,1 Ingen kontroll,56,Kvinne,Fagutdanning,400.000 - 499.000 kr,working fulltime,Frp,FALSE
4029,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,0,FALSE,FALSE,TRUE,10,5,47,2,Ja,1 Ingen kontroll,28,Mann,Videregaaende,400.000 - 499.000 kr,working fulltime,NA,TRUE
1691,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,2,TRUE,FALSE,FALSE,10,5,47,2,NA,1 Ingen kontroll,29,Kvinne,Universitet/hoyskole I,200.000 - 299.999 kroner,homemaker,MDG,TRUE
1984,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,0,FALSE,FALSE,TRUE,5,5,47,3,Nei,1 Ingen kontroll,64,Mann,Universitet/hoyskole II,400.000 - 499.000 kr,national insurance,H,FALSE
3447,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,50,Kvinne,Universitet/hoyskole II,500.000 - 599.999 kroner,working fulltime,Ap,TRUE
3072,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,5,5,47,3,NA,2,44,Kvinne,Universitet/hoyskole II,500.000 - 599.999 kroner,working fulltime,KrF,TRUE
1670,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,10,5,47,2,NA,1 Ingen kontroll,46,Kvinne,Universitet/hoyskole I,700-000 - 799.999 kroner,working fulltime,H,FALSE
1740,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,10,100,24,0,NA,4,41,Mann,Universitet/hoyskole II,800.000 - 999.999 kroner,working fulltime,Ap,TRUE
6866,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,1 Ingen kontroll,75,Kvinne,Videregaaende,300.000-399.000 kroner,retired,Ap,TRUE
6741,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,100,NA,0,NA,1 Ingen kontroll,35,Mann,Videregaaende,300.000-399.000 kroner,self-employed,NA,TRUE
5632,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,0,TRUE,TRUE,TRUE,10,5,47,2,NA,7 Full kontroll,35,Kvinne,Videregaaende,200.000 - 299.999 kroner,working fulltime,Frp,FALSE
4601,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,3,TRUE,TRUE,TRUE,5,100,NA,1,Ja,1 Ingen kontroll,58,Mann,Universitet/hoyskole II,700-000 - 799.999 kroner,other,KrF,TRUE
3154,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,10,100,24,0,NA,1 Ingen kontroll,68,Kvinne,Universitet/hoyskole I,400.000 - 499.000 kr,retired,SV,TRUE
4611,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,3,FALSE,FALSE,TRUE,10,5,24,1,Ja,1 Ingen kontroll,56,Mann,Universitet/hoyskole I,600.000 - 699.999 kroner,working fulltime,H,FALSE
3539,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,NA,5,24,1,NA,1 Ingen kontroll,58,Kvinne,Grunnskole,200.000 - 299.999 kroner,working parttime,Ap,TRUE
6301,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,1,100,30,0,NA,1 Ingen kontroll,37,Kvinne,Universitet/hoyskole II,1.000.000 kroner eller mer,working fulltime,Ap,TRUE
6388,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,10,100,47,1,NA,1 Ingen kontroll,47,Mann,Universitet/hoyskole I,700-000 - 799.999 kroner,working fulltime,Ap,TRUE
4793,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,5,5,47,3,NA,1 Ingen kontroll,21,Mann,Videregaaende,Under 200.000 kroner,student,NA,TRUE
5849,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,0,FALSE,FALSE,TRUE,10,100,24,0,NA,2,30,Mann,Universitet/hoyskole I,300.000-399.000 kroner,working fulltime,NA,TRUE
5450,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,0,TRUE,TRUE,TRUE,5,5,47,3,NA,4,39,Mann,Universitet/hoyskole II,800.000 - 999.999 kroner,working fulltime,Hadde ikke stemmerett,TRUE
5522,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,2,TRUE,TRUE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,25,Mann,Universitet/hoyskole I,Under 200.000 kroner,student,NA,TRUE
5643,2,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,NA,TRUE,FALSE,FALSE,NA,NA,NA,0,NA,NA,27,Mann,Universitet/hoyskole I,200.000 - 299.999 kroner,working parttime,NA,TRUE
5460,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,0,FALSE,FALSE,TRUE,5,5,47,3,NA,1 Ingen kontroll,32,Kvinne,Universitet/hoyskole I,600.000 - 699.999 kroner,working fulltime,NA,TRUE
5376,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,5,5,47,3,Vet ikke,Vet ikke,18,Mann,Grunnskole,Under 200.000 kroner,student,NA,TRUE
6096,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,4,TRUE,TRUE,TRUE,5,5,47,3,NA,5,40,Kvinne,Fagutdanning,200.000 - 299.999 kroner,student,NA,TRUE
5334,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,0,TRUE,FALSE,FALSE,5,5,47,3,NA,1 Ingen kontroll,47,Mann,Videregaaende,1.000.000 kroner eller mer,working fulltime,NA,TRUE
5630,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,2,TRUE,FALSE,FALSE,5,5,47,3,NA,4,36,Mann,Universitet/hoyskole I,800.000 - 999.999 kroner,working fulltime,NA,TRUE
7123,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,4,TRUE,TRUE,TRUE,10,5,47,2,NA,1 Ingen kontroll,42,Kvinne,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,NA,TRUE
5062,2,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,1,TRUE,FALSE,FALSE,10,NA,NA,0,NA,1 Ingen kontroll,71,Kvinne,Videregaaende,200.000 - 299.999 kroner,retired,H,FALSE
652,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,3,TRUE,TRUE,TRUE,10,100,24,0,NA,1 Ingen kontroll,67,Kvinne,Videregaaende,300.000-399.000 kroner,working fulltime,H,FALSE
3402,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,5,100,35,1,Nei,1 Ingen kontroll,57,Kvinne,Fagutdanning,300.000-399.000 kroner,other,H,FALSE
1360,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,10,5,47,2,NA,1 Ingen kontroll,55,Mann,Universitet/hoyskole I,700-000 - 799.999 kroner,working fulltime,Vil ikke oppgi parti,TRUE
6295,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,4,TRUE,TRUE,TRUE,5,100,12,1,NA,1 Ingen kontroll,56,Kvinne,Grunnskole,Under 200.000 kroner,working parttime,Andre partier og lister,TRUE
5208,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,0,TRUE,TRUE,TRUE,5,5,47,3,Ja,3,32,Mann,Universitet/hoyskole II,800.000 - 999.999 kroner,working fulltime,V,TRUE
59,2,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,0,NA,NA,71,Mann,Universitet/hoyskole II,1.000.000 kroner eller mer,working fulltime,V,TRUE
1498,2,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,0,NA,NA,72,Mann,Universitet/hoyskole I,400.000 - 499.000 kr,retired,H,FALSE
6677,2,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,0,NA,NA,40,Mann,Universitet/hoyskole II,600.000 - 699.999 kroner,working fulltime,Frp,FALSE
7031,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,0,FALSE,FALSE,TRUE,5,5,47,3,NA,7 Full kontroll,50,Mann,Universitet/hoyskole I,500.000 - 599.999 kroner,working fulltime,H,FALSE
7100,2,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,0,TRUE,FALSE,FALSE,10,NA,NA,0,NA,7 Full kontroll,66,Kvinne,Universitet/hoyskole II,800.000 - 999.999 kroner,working fulltime,H,FALSE
7124,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,0,TRUE,TRUE,TRUE,5,5,47,3,NA,5,34,Mann,Universitet/hoyskole I,200.000 - 299.999 kroner,working parttime,Ap,TRUE
1995,2,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,NA,TRUE,FALSE,FALSE,NA,NA,NA,0,NA,NA,42,Kvinne,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,Ap,TRUE
3623,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,10,5,47,2,Ja,1 Ingen kontroll,56,Mann,Universitet/hoyskole I,1.000.000 kroner eller mer,working fulltime,Ap,TRUE
4650,1,Base (w),T1 NO CHOICE,Base,0,TRUE,TRUE,TRUE,10,5,47,2,NA,4,56,Mann,Universitet/hoyskole I,200.000 - 299.999 kroner,self-employed,Hadde ikke stemmerett,TRUE
1,2,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,0,NA,NA,71,Kvinne,Fagutdanning,400.000 - 499.000 kr,working fulltime,Ap,TRUE
3487,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,10,NA,NA,0,Vet ikke,4,76,Kvinne,Universitet/hoyskole I,300.000-399.000 kroner,retired,Ap,TRUE
3340,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,3,TRUE,TRUE,TRUE,5,1,47,2,NA,1 Ingen kontroll,52,Mann,Universitet/hoyskole I,300.000-399.000 kroner,national insurance,H,FALSE
3026,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,0,TRUE,FALSE,FALSE,5,5,47,3,NA,1 Ingen kontroll,28,Kvinne,Videregaaende,Under 200.000 kroner,student,V,TRUE
691,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,2,FALSE,FALSE,TRUE,5,5,47,3,NA,7 Full kontroll,44,Kvinne,Universitet/hoyskole I,500.000 - 599.999 kroner,working fulltime,KrF,TRUE
5424,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,0,FALSE,FALSE,TRUE,5,NA,NA,1,NA,1 Ingen kontroll,47,Kvinne,Videregaaende,400.000 - 499.000 kr,working fulltime,Ap,TRUE
5548,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,500,24,0,NA,Vet ikke,36,Kvinne,Universitet/hoyskole II,600.000 - 699.999 kroner,working fulltime,Ap,TRUE
5268,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,5,5,47,3,NA,1 Ingen kontroll,51,Mann,Universitet/hoyskole II,800.000 - 999.999 kroner,working fulltime,H,FALSE
4432,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,0,FALSE,FALSE,TRUE,10,5,47,2,NA,7 Full kontroll,52,Mann,Fagutdanning,500.000 - 599.999 kroner,working fulltime,Ap,TRUE
27,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,5,5,NA,2,NA,7 Full kontroll,54,Kvinne,Videregaaende,Under 200.000 kroner,homemaker,Stemte ikke,TRUE
